place_id,name,business_status,wheelchair_accessible_entrance,type,rating,editorial_summary,user_ratings_total,price_level,formatted_phone_number,formatted_address,opening_hours,dine_in,delivery,"location(lat,lng)",reviews_text,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,keywords
ChIJn9bVD4apQjQRIyvOJmpcRDg,殷海光故居,OPERATIONAL,False,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",4.4,,331,,02 2364 5310,10648台灣台北市大安區溫州街18巷16弄1之1號,"{'open_now': False, 'periods': [{'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1100'}}], 'weekday_text': ['星期一: 休息', '星期二: 11:00 – 17:00', '星期三: 13:00 – 17:00', '星期四: 11:00 – 17:00', '星期五: 13:00 – 17:00', '星期六: 11:00 – 17:00', '星期日: 休息']}",,,"{'lat': 25.0241718, 'lng': 121.53199}","['木屋空間不大，有擺放手稿、人物介紹，還有20分鐘的紀錄片可以看\n庭院欠缺整理，偏可惜\n大家可以來～', '散步至溫州街巷弄殷海光故居，今天沒開放，以前進去兩次，很樸實，擺置殷海光先生房舍設施及個人介紹，可惜沒有太多文宣，來此參觀的人並不多！\n\n殷海光：‘’我的神不是一個有具體對象的。而是愛、同情、人與自然的和諧，就像愛因斯坦所信仰的那樣‘’', '導覽仔細，氣氛優美，民主聖地\n攝影器材：Yashica Lynx 14', '建築本身沒有過多的翻新，維持原來的模樣\n不知是否是夏季的關係，院內雜草叢生\n不能說生意盎然，而是帶著一抹荒廢感\n感覺是保留著原汁原味的模樣\n靜待永遠不會回來的主人～', '喜歡懷舊的景點，但是當我來到這裡，卻覺得有些可惜，由院子的雜草看的出來沒有好好的維護，進到屋內也感覺似乎灰塵積累一陳子了…. 本以為都沒人管的，後來𥚃面有位小姐說可以幫我們介紹，但因有下一個行程而婉拒。其實台北市有很多的古蹟都維護的很好，但願市府也能看重殷海光的故居，讓老房子的故事繼續傳承下去！']",,,,,,"['殷海光', '沒有', '一個', '模樣', '雜草', '感覺', '維護', '可惜', '故居', '文宣']"
ChIJ0Rbt4oOpQjQRkdUvVSN_wtM,金華公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3.9,,1000,,,106台灣台北市大安區金華街172巷3號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.029534, 'lng': 121.531016}","['很好的休閒地點，但今天是帶童軍團做環境清潔的服務學習活動，發現很多煙蒂和繳費單。其中很多果皮腐爛的水果，這並非是正確堆肥方式只會長果蠅和其他蟲子，很可惜!目前正值蒜香藤開花季節相當好看。', '去年差不多年中 來了一個管理員\n一個小小隻 戴眼鏡的 態度很差\n幾乎每次去繳路邊停車費 都看到他在刁難不同廠商 言語聽了讓人直搖頭\n換到車主面前又不同態度 實在有損停管處的形象', '乾淨哦！樹木周邊也很潔淨想必這周圍的住戶該是很喜歡來走動，連結停車場真的很棒', '公園不大 ，有地下停車場', '鬧中取靜，結合停車場，附近的商家也很有意思']",,,,,,"['停車場', '一個', '態度', '休閒', '地點', '帶童', '軍團', '環境', '清潔', '服務學習']"
ChIJ7XcdOjkTaTQRDVweWaBWuAA,高美風車大道,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,,1152,,,436台灣台中市清水區環港北路,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.3040551, 'lng': 120.5444042}","['高美濕地\n\n今日 不上山  追花去\n那就 到海邊  吹海風\n\n因業務需要 到沙鹿靠海處\n導航卻一直跑出“高美濕地”\n那就來“高 美”體驗 體驗\n\n在年輕時>跑西藥業務\n到中年的>噴霧降溫系\n雲林 嘉義 台南的海邊 幾乎跑遍了\n熟悉 雲嘉南海墘生態\n中部以北的海邊 偶爾逛逛 並不太熟\n所以今天趁早  開車來迺迺咧\n\n走累了 找個空曠的涼亭\n吹吹海風 看白鷺鷥 在沙地覓食\n順擺出“珈喜”加上 “夯憨吉”  風情“品咖”一下\n為到此一遊 做出留影\n\n由於下午的雲層很厚\n層層堆疊 不利日頭探頭\n所以也沒一直耗等著\n唯美的 >高美夕陽', '風大，一望無際，遼闊\n適合健走可走到高美濕地木棧步道\n也可讓毛小孩放電，停車方便', '以往都在高美濕地木棧道欣賞夕陽，今天繞錯方向開過了橋，出門得晚再繞回木棧道停好車可能天已經暗下。將錯就錯、就停在大道這裡看著晚霞散步，反而可以享受無人的靜謐感。風車延伸的大道真美，只可惜今天雲厚，沒能看到夕陽，但還是欣賞到一咪咪晚霞，靜靜待到點燈再離開', '2023,9,23（星期六）早上11點整，風車下兩旁有停車格好停車，今天補上班上課（休雙十節），因為工廠訂單不多只好休假，天氣熱沒遊客。\n退潮沙地好多（沙和尚）在走動，大概是覓食吧我猜？有點密集恐懼症，但也蠻新奇的，好久沒來生態環境變好了？\n走過（高美雙曲景觀橋）對面就是（高美濕地遊客中心），天氣實在有夠熱的，拍個照趕緊上車，有機會再來。', '高美濕地的夕陽國際聞名遐邇 ，不僅是被國外來台旅遊的推薦景點之一，也是非常適合情侶、家人與親子的地方 。\n可以遠離塵囂，丟掉惱人的煩惱，赤足盡情去感受沙灘上的流沙，還可以玩著海浪追逐着夕陽，既浪漫又愜意。只是要捕捉夕陽之美還真的需要幾分運氣😅並非每次都能如此幸運。只是天晴有天晴之美；陰天也有不同的風情樣貌，兩者都好，尤其遠遠一排的離岸風力發電風車，怎麼拍怎麼美😍\n這裡也是很好的親子生態教育園區，不管是各式各樣的招潮蟹還是彈塗魚都能令人感到有趣而流連忘返，真的很舒心忘憂的好地方😊\n當天園區也有看到許多來報名生態導覽體驗的親子活動，人來人往好不熱鬧！！\n這次去還發現多了許多二枚貝復育的地方，看著那些蚵苗附著在插干上還真是打開眼界與特別🥰\n望著波光粼粼，無窮無盡的海岸線，不由開心的哼唱着那首永不遺忘的經典老歌：陽光、沙灘、海浪、仙人掌，還有一位老船長……🎵🎵🎶']",,,,,,"['高美濕', '夕陽', '生態', '海邊', '體驗', '親子', '風情', '地木棧', '停車', '欣賞']"
ChIJq6qqqroTaTQR13S7PwWhty8,梧棲漁港,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,"{'language': 'zh-TW', 'overview': '這個熱鬧的港區有海鮮市場、漁船遊覽行程，以及販售當地特色美食的小吃攤。'}",9978,,04 2657 1586,436台灣台中市清水區北堤路30號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['星期一: 09:00 – 19:00', '星期二: 09:00 – 19:00', '星期三: 09:00 – 19:00', '星期四: 09:00 – 19:00', '星期五: 09:00 – 19:00', '星期六: 09:00 – 19:00', '星期日: 09:00 – 19:00']}",,,"{'lat': 24.2934103, 'lng': 120.5212265}","['開車進入梧棲漁港需附停車費，這裡有熟食商店區（台中港海鮮餐飲中心）、漁獲卸貨區、客服中心、餐飲區、銷售區、梧棲（石狗公）海洋驛站、台中區漁會漁民活動中心、梧棲漁港魚貨直銷中心、娛樂客船登船碼頭和裝置藝術陳列休閒區等，其中魚貨直銷中心販賣各種新鮮的魚產和相關產品，整個賣場寬敞明亮、整齊清潔。另外還有餐廳，販賣各種平價海鮮和代客料理，一樣寬敞明亮，整齊清潔，真的與眾不同。好棒！', '許多年沒來了！梧棲漁港改變越來越漂亮，所賣新鮮魚產品非常多，看了每樣都想買，尤其現煮的小卷履吃不膩，值得推薦的好滋味。', '回臺中，這一星期以來發現我所熟悉成長的地方跟小時候真真不一樣了。台中好大、好大，人很多，車很多。繁榮到跟我的印象台中真的千差萬別。\n我從桃園回台中，居然有一種鄉巴佬進大城市的感覺。我每天都在迷路，迷路成家常便飯。一星期後現在好多了。小時候覺得梧棲漁港好遠，現在有車，一點都不遠。赫然發現台中的物價便宜多了，蚵仔煎比桃園的漁港便宜，也比新北市的漁港便宜。魯肉飯和炒飯、炒麵更不用說。感覺物廉價美又豐碩。\n梧棲港熟食區拉客的阿嬤們每一家説起話來都好溫柔，態度很親切。我到外地工作太久了，全忘了台中人的溫和，真真令我大吃一驚，如沐春風。美麗的台中，我回來了！', '過年車滿為患，似乎沒有規劃停車收納量，讓遊客瞎繞。\n漁獲種類多，魚市堪稱全台最大無誤。', '一月份平日到來漁港，天清氣朗，不冷不熱，非常舒服，這裏有幾部份組合而成，有魚蝦蟹及貝殼類的濕貨市場，買了之後可以回家煮食，又或如我這些旅客般，可以選進餐廳裏加工煮食，一般的加工費每款海鮮是200至300左右，視乎重量大小，另有乾貨市場只要買魚乾、蝦米蝦乾及魚鬆等等乾貨，另有一處是賣熟食的，食物有很多，多數是炸的食物，亦有些已煮熟的貝殼類，另亦有盒裝的刺身魚片可供選擇，不同食品，款式繁多，任君選擇，來這裏消磨一個下午非常寫意。']",,,,,,"['梧棲漁港', '漁港', '熟食', '中心', '漁獲', '魚貨', '直銷', '販賣', '各種', '新鮮']"
ChIJeUadC3gUaTQR45PH8hRHYFo,鰲峰山觀景平台,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,"{'language': 'zh-TW', 'overview': '坐擁城市日落美景的山頂瞭望台，可經由林地步道前往。'}",6287,,,436台灣台中市清水區鰲海路70號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.2701983, 'lng': 120.5841401}","['視野極佳，眺望海線，一覽無遺。\n\n有桌椅，很適合在這邊放空，欣賞風景。\n\n可能是週末去，覺得觀景平台超多人，沒有機會拍到空曠的樣子。', '很美的地方，第三次再訪，走了一小段登山步道上到觀景台，很幸運沒有空氣污染，還能看到山下的夜景，沒有空氣污染，只是，為什麼沒有咖啡機，山上有點誇張冷，風🌬又大，除了溫暖的擁抱🫂如果有熱咖啡的加溫就更完美了☕️\n不過觀景台旁邊的化妝室燈不亮，氣氛很詭異，下山的指標也不清楚，所以稍微迷蹤一下，希望可以改善一下，友善一下外地人。', '台中夜景之一\n導航停下來的位置還要步行，繼續往上騎的岔路口會有直達的步道，很明顯，旁邊也有可以停車的空間\n\n觀景平台晚上也是有人在上面聊天\n不過這個景看了之後其實不太推薦，因為建築燈光的排序呈現一種凌亂感覺，拍照又很容易被下面的樹頂入鏡\n唯一的優點就是看得蠻遠的', '公園的最高點\n有洗手間\n冬天來很冷\n夏天來吹風，應該會很舒服\n這裡也很適合健行', '來這邊看夕陽或夜景很棒\n要抵達觀景平台需要走一段階梯\n體感約15分鐘\n平台規劃的不錯 有打燈 很明亮\n而且視野超過180度 非常讚\n以免費景點來說很推薦\n建議成群前往比較好哦！']",,,,,,"['觀景', '夜景', '步道', '平台', '視野', '適合', '這邊', '沒有', '觀景台', '不過']"
ChIJ-fpevM0VaTQRQzMXN6q1i8A,梧棲老街彩繪牆,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,,33,,,435台灣台中市梧棲區梧棲路140號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.2565287, 'lng': 120.5294187}","['2023/9/17造訪，梧棲老街的藝文廣場，算然作品不多不過畫的蠻不錯的，巷子走進去就是台中市定古蹟真武宮還有旁邊的彩繪小老虎紅磚巷，這兩處也是值得參觀的地方~', '2023,12,31（星期日）中午12點35分，蠻漂亮的彩繪牆，當然要拍照留念。', '📍梧棲老街彩繪牆 / 台中梧棲。\n在梧棲出張所斜對面，有一個彩繪藝文廣場，這邊有以老街風貌彩繪、信眾扛著大轎彩繪、朝元號滿載烏金歸航彩繪等，不錯拍~\n\n雖然只有幾幅彩繪來梧棲老街玩也不要錯過喔！\n\n⭐分類搜尋：#阿修玩台中\n-----------------------------🌟相關資訊🌟---------------------------------\n⭐地址：台中市梧棲區梧棲路140號。（可導航：梧棲老街彩繪牆）\n⭐開放時間：24小時開放。\n⭐門票：免費。\n----------------------------------------------------------------------------------------- #梧棲老街彩繪 #梧棲老街彩繪牆 #梧棲老街\n#梧棲朝元宮 #梧棲富美宮 #彩繪牆 #宮廟 #台中梧棲\n#台中景點 #台中 #梧棲景點 #梧棲 #梧棲藝術表演廣場\n#台中旅遊 #台中旅行 #好想去台中景點\n#台灣景點 #台灣旅遊 #mook景點家', '除了古老的公廟，歷史的痕跡在建築各處做出可見，民眾可以好好地觀賞它，在旁邊的小道有一排小老虎擺設，雖是統一模板，但是其中的繪畫方式、創意與風格都是獨一無二的，可以蹲下來好好欣賞每一尊可愛的老虎，最讓我印象深刻的是外面的牆畫，有三種類型可以觀看，有一種是用報紙慢慢貼上的立體畫像，階梯處有紅圈作為最佳拍照位置，還有一個4D的畫像，會隨著自己的走動人物的眼睛移動，覺得很厲害，角落也有導引冊可以拿取，剛好有熱情的人來解說每一幅的特色，整體不錯。', '彩繪的地方不多，慢慢凋零，可惜了！']",,,,,,"['梧棲', '老街', '彩繪牆', '彩繪', '台中', '不錯', '中景', '2023', '還有', '旁邊']"
ChIJryY9SoYTaTQRuV18Imb7ks8,鰲峰山運動公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,"{'language': 'zh-TW', 'overview': '寬闊的休閒區域，設有獨特的大型兒童遊戲設備，以及烤肉區。'}",5401,,04 2228 9111#34500,436台灣台中市清水區鰲海路100號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['星期一: 08:00 – 22:00', '星期二: 08:00 – 22:00', '星期三: 08:00 – 22:00', '星期四: 08:00 – 22:00', '星期五: 08:00 – 23:00', '星期六: 08:00 – 23:00', '星期日: 08:00 – 22:00']}",,,"{'lat': 24.2731933, 'lng': 120.5839289}","['非常棒的地方！\n今天和三五好友相約烤肉，這邊有水方便清洗、又有桌子椅子連烤肉架都有，最厲害的是垃圾桶也有，不用擔心烤完肉載一堆垃圾回家！\n廁所也在附近，整體環境乾淨整潔，旁邊還有小朋友愛玩的遊戲設施，真的很加分～', '是一個適合全家.三五好友野餐的地點,有烤肉區.兒童樂區及清水鬼洞.…等,停車很方便,可以開到兒童遊戲區停車,比較不用走太遠,有廁所及洗手枱,但沒看到飲水機.', '真的是很棒的遛小孩地方\n讓孩子們可以玩各種攀爬\n而且好停車\n在遊樂設施旁還有設置小小洗手台\n讓孩子們洗手\n也有設置洗手間不用擔心想廁所怎麼辦\n一旁也有步道可以爬爬山\n可以爬上景觀平臺瞭望遠方', '很好放風小朋友的地方，遊樂設施有助平衡及肌肉發展。水準以上的場地，似乎未見飲水設施，也沒有自動販賣機設置，是美中不足之處', '第一次去鰲峰山運動公園非常有感也非常適合4.5.年級以上熟年去爬爬山🗻 下下棋\n聊聊天 敍敘舊 若是全家福也可烤烤肉！今天我就和一大群(30位左右)4年級生一起去\n郊遊 挺熱鬧又歡樂而且公園的老榕樹特別年長可能有數十年或數百年以上 還有還有若苓樹也特別多結果至今樹上果實疊疊 難怪小鳥棲息在上鳥叫聲特別響亮 兹因公園特別大 條條道路通四方 下次在去一趟 就更能玩得更盡興']",,,,,,"['還有', '設施', '停車', '設置', '烤肉', '洗手', '廁所', '適合', '遊樂', '公園']"
ChIJz6oc6HcUaTQRMBQB-HXpcWs,鰲峰玉帶橋,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,344,,,436台灣台中市清水區吳厝路38-2號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.2696279, 'lng': 120.5827534}","['鰲峰山公園的景觀橋\n在橋面上可以看到清水市區街景\n以及遠方的海景，適合看夕陽的好位置\n來公園時一定要上來走走喔👍', '短歸短，但感覺就是舒服，尤其爬完山，站着或是坐著吹個風時就是涼爽！', '清水的「鰲峰山公園」在霸子小時後這邊還只是一般在地居民天天會去爬山的公園地，隨著近一兩年來重要的設施像是鰲峰山觀景台、陽光草坪、運動競技場，陸續完工後吸引很多家庭假日上山休憩運動，而變得聲名大噪。\n\n玉帶橋入口 園區內包含兒童遊戲場、自行車競技場、風箏廣場、賞鳥區、史蹟保存區等規劃。「鰲峰玉帶橋」是採半圓弧設計，橋身主架構為綠色，其他還有黃色、白色、橙色的裝飾點綴，傍晚漸暗會點起絢麗的燈光，又是不同氛圍。', '造型特別\n也可眺望高美濕地', '鰲峰山\n週末人潮真的會很多～\n附近的景點還真的不少\n可以拍攝的地方也很多\n有牛碼頭遺址、清水觀景台、清水神社、清水鬼洞、自行車場、鰲峰山公園、烤肉區...等等\n美食也不少\n空閑有時間可以到山下紫雲巖廟前來一杯冰冰涼涼的阿婆粉圓來解暑一下\n要不然也可以去坂街來個下午茶CP值不錯\n觀景台建議下午快接近黃昏的時候到風景很不錯\n也有人晚上在觀景台上和朋友聚會聊天的也不錯\n這附近不管大人、小孩或毛小孩都適合來\n如果待的時間比較久建議帶水或飲料\n附近也都有廁所也滿方便的\n也可以到下面一點去拍火車也不錯\n先查個火車時刻表在蹲點拍攝！\n也可以找個三五好友到鰲峰山烤肉區烤肉聚聚聊聊']",,,,,,"['峰山', '公園', '清水', '觀景台', '不錯', '烤肉', '運動', '時間', '建議', '火車']"
ChIJGbTJB5sUaTQRN3uRvI1z4bE,清水眷村文化園區,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",3.9,,2088,,,436台灣台中市清水區中社路信義巷41號,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '1730'}, 'open': {'day': 0, 'time': '0930'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0930'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0930'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0930'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0930'}}, {'close': {'day': 6, 'time': '1730'}, 'open': {'day': 6, 'time': '0930'}}], 'weekday_text': ['星期一: 休息', '星期二: 09:30 – 17:30', '星期三: 09:30 – 17:30', '星期四: 09:30 – 17:30', '星期五: 09:30 – 17:30', '星期六: 09:30 – 17:30', '星期日: 09:30 – 17:30']}",,,"{'lat': 24.2687791, 'lng': 120.5581303}","['好令人傻眼的地方，完全不需要專程去，路過順便看看還可以。\n園區服務台沒人，還要按鈴請他們從辦公室出來，出來的人也一臉厭世（想換個台中市政府的小燈籠而已）；園區一半完全廢墟，另一半有展出，但看不太出來展示的東西想表達什麼（可能對眷村了解的人比較看的出來）。', '位於港區藝術中心對面，過往為信義新村\n安靜的巷弄，侘寂風貌的過往時光\n非常推薦來這邊走走\n有一區是已經修復完成的，設置服務中心，非常明亮可愛\n另一區修復中，有些屋舍是圍起來的\n透過圍起來的斷垣殘壁內望，尚能推測原本的格局，過往的眷村生活活靈活現\n空間使用上有一些年輕的藝術家&學生放置作品，非常有創意且精緻\n樂見地方創生與文藝結合', '位於港區藝術中心正對面，大致範圍應可分為兩區，目前修復有部分展示的眷舍一區判斷可能是當年高階軍職的配房，另一側區域目前應還在等待規劃與整頓修繕，由目視感覺戶數較多而房舍稍為窄小，可能是當年士官長們的眷舍；總之過往雲煙既已成為歷史，若能得到妥善保存與修復，應可再比照市區的審計/霧峰光復的模式導入文創產業，讓整體園區活化有動力，搭配港藝中心的景點還有現在都已分佈於週邊的眷村美食，這樣海線清水地區可增加旅遊休閒的地方。', '清水眷村不錯逛，也很好照的，但還有很多尚未整理好。可以連同台中港藝術中心一起玩。', '位在臺中市港區藝術中心對面的「臺中清水眷村文化園區」，是原空軍眷舍信義新村，為國防部核定全國13處「國軍老舊眷村文化保存區」之一。園區共6.25公頃，地面下有中社考古遺址，地上建物為「聚落建築群」，保留了眷村有機式「生長」的建築，除保存各級軍官住宅類型外，也保留了植栽及稻田景觀，在對面更有改建完成之軍眷大樓，集各類型眷村型態之大成。走在高低起伏的屋頂與狹長的巷弄，彷彿穿梭時光隧道，增添文化旅遊的知性及趣味性。\n\n園區近年陸續分期修復，修復後將延續眷村的生活場域脈絡，並以眷村、藝術和遺址之特色元素持續灌溉這片園區，將此空間曾發生的歷史與情感記憶轉譯、呈現，重新創造眷村新的風貌與文化。']",,,,,,"['眷村', '園區', '藝術', '出來', '港區', '對面', '一區', '中心', '清水', '過往']"
ChIJRZi6rr0TaTQRvzS3Ild3v1M,清水湧泉(頂湳仔大水坑),OPERATIONAL,False,"['tourist_attraction', 'point_of_interest', 'establishment']",3.9,,100,,,436台灣台中市清水區中山路436號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.292784, 'lng': 120.5887981}","['1.在水泥和柏油間突然出現一處天然清泉，確實讓人驚訝。\n2.即便水質清澈，但所處位置和現場景象，實在讓人沒有勇氣下水消暑。', '今日誤打誤撞再次來到這個外婆家附近的湧泉，小時候曾經來過一次，參看之前的評論大多是負面的。今日（2022／04／12）到訪，環境已有整頓過，水源清澈可見底下的魚兒悠遊，可惜牆壁邊緣仍是滿滿福壽螺的蛋，只能遠觀…', '已經變得連他媽都不認得他了....\n感覺已經荒廢很久的假景點', '專程來到此地一趟，只見湧泉裡滿滿的福壽螺以及卵，非常可惜，有機會再來探訪。-2021/07/18', '非常特別的地方，路過可以過去看看，水質非常清澈']",,,,,,"['清澈', '水質', '滿滿', '福壽螺', '非常', '可惜', '出現', '一處', '確實', '驚訝']"
ChIJISWJwmMUaTQRLrtIOycvUJI,慈暉亭,OPERATIONAL,False,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,151,,,433台灣台中市沙鹿區,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.2562651, 'lng': 120.5782154}","['就是美，台灣一日強攻活動，歡迎洽詢貝厚係社長LINE or IG or微信🆔 yeasonth 帶您，教您，幫您拍美美！', '就是在墓園旁的一個亭子可以往下看到車軌夜景，從下方道路上去很快就到了，算是清水除了鰲峰山可以看夜景的好去處。', '台中夜景之一，五星主要是給拍出來的成品，如果以瞭望度來說只有二星\n\n這個點位於一條完全沒有路燈的小路頂點，導航沒有問題，放心跟著走就好，只是路上很黑，連這個涼亭也非常黑\n\n涼亭處其實看不太到這個漂亮的S型道路，因為被樹遮住了，如果要拍要找一下角度才能拍到沒有遮蔽的景色', '晚上都沒燈光，建議上去的人騎車比較好，因為路小沒辦法會車。旁邊的先人墓地已經遷走，夜景不錯。', '很不錯的拍照點，而且一路上山的風景也很不錯，天黑了沒什麼路燈，所以要小心行走啊大家。\n\nI found the scenery on the google map inadvertently. It was surprising for me to know the nice photography place in my hometown. It’s a chance for me to practice long-exposure photography. I think the works are not bad. At least 75 points, I think.\nAnyway, hope you guys enjoy the photos.\n\n無意間發現自己家鄉一個拍照的好地方，拍照前還發現一大群羊，看著牠們在我面前走過咩咩叫真療癒，這次的夜景我覺得拍得還可以，可惜是空氣有點渾濁，不然應該會更清晰。']",,,,,,"['夜景', '沒有', '拍照', '一個', '這個', '路燈', '涼亭', '因為', '不錯', 'me']"
ChIJj4bhRDAVaTQRbTe6YzTN2A0,鹿寮里人文歷史標示牌,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,1,,,"No, No. 308-2號光華路沙鹿區台中市台灣 433",,,,"{'lat': 24.240914, 'lng': 120.5652034}",[''],,,,,,[]
ChIJARBngSITaTQRbpBVe9CcT3w,高美腳踏車道,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,322,,,436台灣台中市清水區,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.2998527, 'lng': 120.5460705}","['台中一級的美景，裕芳餅店前有免費停車其餘都是$50/次，傍晚最好趕上夕陽西下是最美的拍攝留念！', '果然風景就是一切，實在是太美了，雖然我今天快冷到不行，而且風吹到我快變冰雕，還是覺得必來看的美麗風景！', '傍晚很適合散步，木棧道開放時間不一定，大概是下午三點半到五點半左右', '愛騎單車的我倒是沒在這兒騎過車\n有機會應該來體驗一下\n\n很久沒來\n自行車道及遊客中心及招潮蟹公共建築馬賽克造型，夕陽還是美得讓人流連忘返，伸入海灘的不行棧道應該是封閉中，但不影響來賞夕陽的遊客、散步運動的人及捕捉畫面的攝影者。', '長廊盡頭可以走上濕地，建議提前準備好毛巾。附近也有ubike，只是晚上的公車頻率很差！']",,,,,,"['夕陽', '應該', '遊客', '散步', '傍晚', '不行', '一級', '裕芳餅', '免費', '停車']"
